gene
NegControlProbe_00039
NegControlProbe_00041
NegControlProbe_00042
OLIG1
OLIG2
OPALIN
OTOGL
P2RY12
P2RY13
PAX6
PCNA
PCSK1
PCSK6
PDGFD
PDGFRA
PECAM1
PHLDB2
PLCE1
PLCH1
PLD5
POSTN
POU6F2
PROX1
PSEN1
PSEN2
PSENEN
PTCHD4
PTPRC
PVALB
RASGRP1
RELN
RFTN1
RGS10
RGS16
RIT2
RNASET2
RNF144B
RORB
ROS1
RXFP1
RYR3
S100A4
SAMD5
SDK1
SEMA5A
SERPINA3
SFRP2
SLC17A6
SLC17A7
SLC24A3
SLC26A4
SLIT3
SNCA
SNCG
SNTB2
SORCS1
SOX10
SOX11
SOX2
SOX4
SOX9
SPHKAP
SPI1
SPON1
SST
ST18
STAT3
STK32B
STXBP2
SULF1
TACR1
TENM1
TGFB1
TGFB2
TGFBI
THBS1
THEMIS
THSD4
THSD7B
TMEM132C
TMIGD3
TOP2A
TP53
TPH2
TRAC
TREM2
TRHDE
TRIL
TRPC5
TRPC6
TSHZ2
TTYH1
UGT8
UNC5B
VCAN
VIP
VWC2L
WIF1
ZBBX
ZDHHC23
